game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,2719,Abiola Wabara,239,Bears,Baylor,Baylor,,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,true,false,false,true,,A. Wabara,,Not Available,NA,Baylor Bears,s:40~l:54~t:239,baylor-bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,BAY,154734,ffb81c,away,true,84,127,Spartans,Michigan State,Michigan State Spartans,MSU,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,18453B,ffffff,62
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,2428,Sophia Young-Malcolm,239,Bears,Baylor,Baylor,,10,18,0,0,5,8,3,3,6,0,0,0,0,1,25,true,false,false,true,,S. Young-Malcolm,,Not Available,NA,Baylor Bears,s:40~l:54~t:239,baylor-bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,BAY,154734,ffb81c,away,true,84,127,Spartans,Michigan State,Michigan State Spartans,MSU,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,18453B,ffffff,62
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,121,Steffanie Blackmon,239,Bears,Baylor,Baylor,,8,16,0,0,6,8,2,5,7,0,0,0,0,2,22,true,false,false,true,,S. Blackmon,,Not Available,NA,Baylor Bears,s:40~l:54~t:239,baylor-bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,BAY,154734,ffb81c,away,true,84,127,Spartans,Michigan State,Michigan State Spartans,MSU,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,18453B,ffffff,62
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,2427,Chameka Scott,239,Bears,Baylor,Baylor,,3,3,1,1,0,0,1,3,4,0,0,0,0,0,7,true,false,false,true,,C. Scott,,Not Available,NA,Baylor Bears,s:40~l:54~t:239,baylor-bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,BAY,154734,ffb81c,away,true,84,127,Spartans,Michigan State,Michigan State Spartans,MSU,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,18453B,ffffff,62
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,124,Chelsea Whitaker,239,Bears,Baylor,Baylor,,0,2,0,0,0,1,2,3,5,0,0,0,0,1,0,true,false,false,true,,C. Whitaker,,Not Available,NA,Baylor Bears,s:40~l:54~t:239,baylor-bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,BAY,154734,ffb81c,away,true,84,127,Spartans,Michigan State,Michigan State Spartans,MSU,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,18453B,ffffff,62
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,1171,Kelli Roehrig,127,Spartans,Michigan State,Michigan St,,3,9,0,0,2,2,0,5,5,0,0,0,0,2,8,true,false,false,true,,K. Roehrig,,Not Available,NA,Michigan State Spartans,s:40~l:54~t:127,michigan-state-spartans,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,MSU,18453B,ffffff,home,false,62,239,Bears,Baylor,Baylor Bears,BAY,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,154734,ffb81c,84
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,3299,Liz Shimek,127,Spartans,Michigan State,Michigan St,,3,6,1,2,0,0,1,4,5,0,0,0,0,3,7,true,false,false,true,,L. Shimek,,Not Available,NA,Michigan State Spartans,s:40~l:54~t:127,michigan-state-spartans,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,MSU,18453B,ffffff,home,false,62,239,Bears,Baylor,Baylor Bears,BAY,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,154734,ffb81c,84
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,4086,Victoria Lucas-Perry,127,Spartans,Michigan State,Michigan St,,3,6,1,3,0,0,1,1,2,0,0,0,0,3,7,true,false,false,true,,V. Lucas-Perry,,Not Available,NA,Michigan State Spartans,s:40~l:54~t:127,michigan-state-spartans,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,MSU,18453B,ffffff,home,false,62,239,Bears,Baylor,Baylor Bears,BAY,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,154734,ffb81c,84
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,3295,Lindsay Bowen,127,Spartans,Michigan State,Michigan St,,5,14,2,9,8,10,1,1,2,0,0,0,0,0,20,true,false,false,true,,L. Bowen,,Not Available,NA,Michigan State Spartans,s:40~l:54~t:127,michigan-state-spartans,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,MSU,18453B,ffffff,home,false,62,239,Bears,Baylor,Baylor Bears,BAY,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,154734,ffb81c,84
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,1167,Kristin Haynie,127,Spartans,Michigan State,Michigan St,,7,14,0,3,3,5,1,1,2,0,0,0,0,5,17,true,false,false,true,,K. Haynie,,Not Available,NA,Michigan State Spartans,s:40~l:54~t:127,michigan-state-spartans,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,MSU,18453B,ffffff,home,false,62,239,Bears,Baylor,Baylor Bears,BAY,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,154734,ffb81c,84
