game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,316,Jessica Moore,41,Huskies,UConn,UConn,,6,9,0,0,2,2,5,4,9,0,0,0,0,3,14,true,false,false,true,,J. Moore,,Not Available,NA,UConn Huskies,s:40~l:54~t:41,uconn-huskies,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,CONN,0c2340,f1f2f3,away,true,70,2633,Lady Volunteers,Tennessee,Tennessee Lady Volunteers,TENN,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,ff8200,ffffff,61
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2409,Barbara Turner,41,Huskies,UConn,UConn,,4,12,1,2,3,6,1,8,9,0,0,0,0,2,12,true,false,false,true,,B. Turner,,Not Available,NA,UConn Huskies,s:40~l:54~t:41,uconn-huskies,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,CONN,0c2340,f1f2f3,away,true,70,2633,Lady Volunteers,Tennessee,Tennessee Lady Volunteers,TENN,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,ff8200,ffffff,61
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2637,Ann Strother,41,Huskies,UConn,UConn,,5,8,1,2,3,3,0,2,2,0,0,0,0,2,14,true,false,false,true,,A. Strother,,Not Available,NA,UConn Huskies,s:40~l:54~t:41,uconn-huskies,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,CONN,0c2340,f1f2f3,away,true,70,2633,Lady Volunteers,Tennessee,Tennessee Lady Volunteers,TENN,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,ff8200,ffffff,61
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,317,Diana Taurasi,41,Huskies,UConn,UConn,,6,11,3,7,2,4,0,3,3,0,0,0,0,2,17,true,false,false,true,,D. Taurasi,,Not Available,NA,UConn Huskies,s:40~l:54~t:41,uconn-huskies,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,CONN,0c2340,f1f2f3,away,true,70,2633,Lady Volunteers,Tennessee,Tennessee Lady Volunteers,TENN,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,ff8200,ffffff,61
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,313,Maria Conlon,41,Huskies,UConn,UConn,,1,4,1,2,4,4,0,2,2,0,0,0,0,0,7,true,false,false,true,,M. Conlon,,Not Available,NA,UConn Huskies,s:40~l:54~t:41,uconn-huskies,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,CONN,0c2340,f1f2f3,away,true,70,2633,Lady Volunteers,Tennessee,Tennessee Lady Volunteers,TENN,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,ff8200,ffffff,61
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2008,Ashley Robinson,2633,Lady Volunteers,Tennessee,Tennessee,,6,10,0,0,1,4,4,3,7,0,0,0,0,1,13,true,false,false,true,,A. Robinson,,Not Available,NA,Tennessee Lady Volunteers,s:40~l:54~t:2633,tennessee-lady-volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,TENN,ff8200,ffffff,home,false,61,41,Huskies,UConn,UConn Huskies,CONN,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,0c2340,f1f2f3,70
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2005,Shyra Ely,2633,Lady Volunteers,Tennessee,Tennessee,,4,10,0,0,2,4,2,5,7,0,0,0,0,2,10,true,false,false,true,,S. Ely,,Not Available,NA,Tennessee Lady Volunteers,s:40~l:54~t:2633,tennessee-lady-volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,TENN,ff8200,ffffff,home,false,61,41,Huskies,UConn,UConn Huskies,CONN,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,0c2340,f1f2f3,70
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2004,LaToya Davis,2633,Lady Volunteers,Tennessee,Tennessee,,3,8,0,0,0,0,1,0,1,0,0,0,0,5,6,true,false,false,true,,L. Davis,,Not Available,NA,Tennessee Lady Volunteers,s:40~l:54~t:2633,tennessee-lady-volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,TENN,ff8200,ffffff,home,false,61,41,Huskies,UConn,UConn Huskies,CONN,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,0c2340,f1f2f3,70
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2633,Shanna Zolman,2633,Lady Volunteers,Tennessee,Tennessee,,6,11,3,6,4,4,1,7,8,0,0,0,0,2,19,true,false,false,true,,S. Zolman,,Not Available,NA,Tennessee Lady Volunteers,s:40~l:54~t:2633,tennessee-lady-volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,TENN,ff8200,ffffff,home,false,61,41,Huskies,UConn,UConn Huskies,CONN,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,0c2340,f1f2f3,70
244000063,2004,3,2004-04-06,2004-04-06T20:30:00.000000-0400,2002,Tasha Butts,2633,Lady Volunteers,Tennessee,Tennessee,,1,11,0,6,6,6,2,4,6,0,0,0,0,2,8,true,false,false,true,,T. Butts,,Not Available,NA,Tennessee Lady Volunteers,s:40~l:54~t:2633,tennessee-lady-volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,TENN,ff8200,ffffff,home,false,61,41,Huskies,UConn,UConn Huskies,CONN,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,0c2340,f1f2f3,70
