game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,5138,Marissa Coleman,120,Terrapins,Maryland,Maryland,,4,12,0,3,2,2,1,12,13,0,0,0,0,2,10,true,false,false,true,25 ,M. Coleman,,Guard,G,Maryland Terrapins,s:40~l:54~t:120,maryland-terrapins,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,MD,D5002B,ffcd00,away,true,78,150,Blue Devils,Duke,Duke Blue Devils,DUKE,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,013088,ffffff,75
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,5135,Kristi Toliver,120,Terrapins,Maryland,Maryland,,6,18,2,6,2,2,0,2,2,0,0,0,0,2,16,true,false,false,true,20 ,K. Toliver,,Guard,G,Maryland Terrapins,s:40~l:54~t:120,maryland-terrapins,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,MD,D5002B,ffcd00,away,true,78,150,Blue Devils,Duke,Duke Blue Devils,DUKE,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,013088,ffffff,75
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,5139,Laura Harper,120,Terrapins,Maryland,Maryland,,6,14,0,0,4,6,4,3,7,0,0,0,0,3,16,true,false,false,true,,L. Harper,,Not Available,NA,Maryland Terrapins,s:40~l:54~t:120,maryland-terrapins,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,MD,D5002B,ffcd00,away,true,78,150,Blue Devils,Duke,Duke Blue Devils,DUKE,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,013088,ffffff,75
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,4857,Crystal Langhorne,120,Terrapins,Maryland,Maryland,,4,6,0,0,4,6,1,4,5,0,0,0,0,4,12,true,false,false,true,,C. Langhorne,,Not Available,NA,Maryland Terrapins,s:40~l:54~t:120,maryland-terrapins,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,MD,D5002B,ffcd00,away,true,78,150,Blue Devils,Duke,Duke Blue Devils,DUKE,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,013088,ffffff,75
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,4314,Shay Doron,120,Terrapins,Maryland,Maryland,,4,8,2,3,6,6,1,3,4,0,0,0,0,4,16,true,false,false,true,,S. Doron,,Not Available,NA,Maryland Terrapins,s:40~l:54~t:120,maryland-terrapins,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,MD,D5002B,ffcd00,away,true,78,150,Blue Devils,Duke,Duke Blue Devils,DUKE,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,013088,ffffff,75
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,3713,Alison Bales,150,Blue Devils,Duke,Duke,,7,11,0,0,5,6,2,9,11,0,0,0,0,4,19,true,false,false,true,,A. Bales,,Not Available,NA,Duke Blue Devils,s:40~l:54~t:150,duke-blue-devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,DUKE,013088,ffffff,home,false,75,120,Terrapins,Maryland,Maryland Terrapins,MD,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,D5002B,ffcd00,78
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,2475,Mistie McCray Bass,150,Blue Devils,Duke,Duke,,1,8,0,0,1,3,0,2,2,0,0,0,0,2,3,true,false,false,true,,M. Bass,,Not Available,NA,Duke Blue Devils,s:40~l:54~t:150,duke-blue-devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,DUKE,013088,ffffff,home,false,75,120,Terrapins,Maryland,Maryland Terrapins,MD,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,D5002B,ffcd00,78
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,4819,Wanisha Smith,150,Blue Devils,Duke,Duke,,0,3,0,1,0,0,1,2,3,0,0,0,0,2,0,true,false,false,true,,W. Smith,,Not Available,NA,Duke Blue Devils,s:40~l:54~t:150,duke-blue-devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,DUKE,013088,ffffff,home,false,75,120,Terrapins,Maryland,Maryland Terrapins,MD,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,D5002B,ffcd00,78
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,2476,Lindsey Harding,150,Blue Devils,Duke,Duke,,6,14,0,1,4,5,0,3,3,0,0,0,0,5,16,true,false,false,true,,L. Harding,,Not Available,NA,Duke Blue Devils,s:40~l:54~t:150,duke-blue-devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,DUKE,013088,ffffff,home,false,75,120,Terrapins,Maryland,Maryland Terrapins,MD,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,D5002B,ffcd00,78
264000063,2006,3,2006-04-04,2006-04-04T20:30:00.000000-0400,438,Monique Currie,150,Blue Devils,Duke,Duke,,7,16,0,1,8,9,3,2,5,0,0,0,0,4,22,true,false,false,true,,M. Currie,,Not Available,NA,Duke Blue Devils,s:40~l:54~t:150,duke-blue-devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,DUKE,013088,ffffff,home,false,75,120,Terrapins,Maryland,Maryland Terrapins,MD,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,D5002B,ffcd00,78
