game_id,season,season_type,game_date,game_date_time,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,team_home_away,team_score,team_winner,assists,blocks,defensive_rebounds,field_goal_pct,field_goals_made,field_goals_attempted,flagrant_fouls,fouls,free_throw_pct,free_throws_made,free_throws_attempted,largest_lead,offensive_rebounds,steals,team_turnovers,technical_fouls,three_point_field_goal_pct,three_point_field_goals_made,three_point_field_goals_attempted,total_rebounds,total_technical_fouls,total_turnovers,turnovers,opponent_team_id,opponent_team_uid,opponent_team_slug,opponent_team_location,opponent_team_name,opponent_team_abbreviation,opponent_team_display_name,opponent_team_short_display_name,opponent_team_color,opponent_team_alternate_color,opponent_team_logo,opponent_team_score
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,239,s:40~l:54~t:239,baylor-bears,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,away,84,true,0,0,24,52.6,30,57,0,12,69.2,18,26,23,10,0,0,0,50.0,6,12,34,0,0,0,127,s:40~l:54~t:127,michigan-state-spartans,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,62
254000063,2005,3,2005-04-05,2005-04-05T20:30:00.000000-0400,127,s:40~l:54~t:127,michigan-state-spartans,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,home,62,false,0,0,16,40.0,22,55,0,19,73.7,14,19,2,4,0,0,0,22.2,4,18,20,0,0,0,239,s:40~l:54~t:239,baylor-bears,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,84
254000031,2005,3,2005-04-03,2005-04-03T19:00:00.000000-0400,239,s:40~l:54~t:239,baylor-bears,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,away,68,true,0,0,24,42.9,24,56,0,11,85.7,18,21,11,7,0,0,0,22.2,2,9,31,0,0,0,99,s:40~l:54~t:99,lsu-tigers,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,57
254000031,2005,3,2005-04-03,2005-04-03T19:00:00.000000-0400,99,s:40~l:54~t:99,lsu-tigers,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,home,57,false,0,0,24,39.7,23,58,0,19,61.5,8,13,15,7,0,0,0,27.3,3,11,31,0,0,0,239,s:40~l:54~t:239,baylor-bears,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,68
254000062,2005,3,2005-04-03,2005-04-03T21:30:00.000000-0400,127,s:40~l:54~t:127,michigan-state-spartans,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,away,68,true,0,0,23,42.6,26,61,0,10,81.8,9,11,8,8,0,0,0,41.2,7,17,31,0,0,0,2633,s:40~l:54~t:2633,tennessee-lady-volunteers,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,64
254000062,2005,3,2005-04-03,2005-04-03T21:30:00.000000-0400,2633,s:40~l:54~t:2633,tennessee-lady-volunteers,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,home,64,false,0,0,23,41.2,28,68,0,16,38.5,5,13,16,18,0,0,0,33.3,3,9,41,0,0,0,127,s:40~l:54~t:127,michigan-state-spartans,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,68
254000046,2005,3,2005-03-29,2005-03-29T19:00:00.000000-0500,24,s:40~l:54~t:24,stanford-cardinal,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,away,69,false,0,0,25,46.6,27,58,0,15,87.5,7,8,3,3,0,0,0,33.3,8,24,28,0,0,0,127,s:40~l:54~t:127,michigan-state-spartans,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,76
254000046,2005,3,2005-03-29,2005-03-29T19:00:00.000000-0500,127,s:40~l:54~t:127,michigan-state-spartans,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,home,76,true,0,0,25,39.7,27,68,0,14,77.8,14,18,13,12,0,0,0,57.1,8,14,37,0,0,0,24,s:40~l:54~t:24,stanford-cardinal,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,69
254000030,2005,3,2005-03-29,2005-03-29T21:00:00.000000-0500,164,s:40~l:54~t:164,rutgers-scarlet-knights,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,away,49,false,0,0,16,38.0,19,50,0,27,61.5,8,13,4,8,0,0,0,30.0,6,20,24,0,0,0,2633,s:40~l:54~t:2633,tennessee-lady-volunteers,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,59
254000030,2005,3,2005-03-29,2005-03-29T21:00:00.000000-0500,2633,s:40~l:54~t:2633,tennessee-lady-volunteers,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,home,59,true,0,0,24,31.0,13,42,0,14,82.9,29,35,10,11,0,0,0,44.4,4,9,35,0,0,0,164,s:40~l:54~t:164,rutgers-scarlet-knights,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,49
