game_id,season,season_type,game_date,game_date_time,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,team_home_away,team_score,team_winner,assists,blocks,defensive_rebounds,field_goal_pct,field_goals_made,field_goals_attempted,flagrant_fouls,fouls,free_throw_pct,free_throws_made,free_throws_attempted,largest_lead,offensive_rebounds,steals,team_turnovers,technical_fouls,three_point_field_goal_pct,three_point_field_goals_made,three_point_field_goals_attempted,total_rebounds,total_technical_fouls,total_turnovers,turnovers,opponent_team_id,opponent_team_uid,opponent_team_slug,opponent_team_location,opponent_team_name,opponent_team_abbreviation,opponent_team_display_name,opponent_team_short_display_name,opponent_team_color,opponent_team_alternate_color,opponent_team_logo,opponent_team_score
300960041,2010,3,2010-04-06,2010-04-06T20:30:00.000000-0400,24,s:40~l:54~t:24,stanford-cardinal,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,away,47,false,11,1,32,26.5,18,68,0,20,75.0,3,4,9,13,2,10,0,36.4,8,22,49,0,0,0,41,s:40~l:54~t:41,uconn-huskies,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,53
300960041,2010,3,2010-04-06,2010-04-06T20:30:00.000000-0400,41,s:40~l:54~t:41,uconn-huskies,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,home,53,true,9,7,32,32.8,19,58,0,9,40.9,9,22,16,10,5,10,0,30.0,6,20,49,0,0,0,24,s:40~l:54~t:24,stanford-cardinal,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,47
300940024,2010,3,2010-04-04,2010-04-04T19:00:00.000000-0400,201,s:40~l:54~t:201,oklahoma-sooners,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,9d2235,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,away,66,false,7,4,26,38.2,26,68,0,19,62.5,10,16,0,11,4,9,0,23.5,4,17,41,0,0,0,24,s:40~l:54~t:24,stanford-cardinal,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,73
300940024,2010,3,2010-04-04,2010-04-04T19:00:00.000000-0400,24,s:40~l:54~t:24,stanford-cardinal,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,home,73,true,13,3,31,39.1,27,69,0,12,66.7,18,27,18,17,7,7,0,6.7,1,15,53,0,0,0,201,s:40~l:54~t:201,oklahoma-sooners,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,9d2235,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,66
300940041,2010,3,2010-04-04,2010-04-04T21:00:00.000000-0400,239,s:40~l:54~t:239,baylor-bears,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,away,50,false,11,5,23,37.8,17,45,0,17,75.0,15,20,0,5,5,20,0,14.3,1,7,34,0,0,0,41,s:40~l:54~t:41,uconn-huskies,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,70
300940041,2010,3,2010-04-04,2010-04-04T21:00:00.000000-0400,41,s:40~l:54~t:41,uconn-huskies,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,home,70,true,20,3,23,41.8,28,67,0,15,57.9,11,19,20,12,6,7,0,17.6,3,17,39,0,0,0,239,s:40~l:54~t:239,baylor-bears,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,50
300930025,2010,3,2010-04-03,2010-04-03T14:00:00.000000-0400,2390,s:40~l:54~t:2390,miami-hurricanes,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,away,61,false,9,2,19,38.1,24,63,0,19,64.3,9,14,5,10,7,11,0,26.7,4,15,31,0,0,0,25,s:40~l:54~t:25,california-golden-bears,California,Golden Bears,CAL,California Golden Bears,California,031522,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,73
300930025,2010,3,2010-04-03,2010-04-03T14:00:00.000000-0400,25,s:40~l:54~t:25,california-golden-bears,California,Golden Bears,CAL,California Golden Bears,California,031522,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,home,73,true,19,2,25,55.8,29,52,0,13,57.1,12,21,18,8,4,14,0,33.3,3,9,39,0,0,0,2390,s:40~l:54~t:2390,miami-hurricanes,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,61
300890041,2010,3,2010-03-30,2010-03-30T19:03:00.000000-0400,52,s:40~l:54~t:52,florida-state-seminoles,Florida State,Seminoles,FSU,Florida State Seminoles,Florida St,782F40,ceb888,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,away,50,false,10,3,16,28.6,18,63,0,17,66.7,10,15,0,11,2,17,0,28.6,4,14,31,0,0,0,41,s:40~l:54~t:41,uconn-huskies,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,90
300890041,2010,3,2010-03-30,2010-03-30T19:03:00.000000-0400,41,s:40~l:54~t:41,uconn-huskies,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,home,90,true,23,8,28,53.3,32,60,0,16,80.0,20,25,42,12,7,17,0,50.0,6,12,46,0,0,0,52,s:40~l:54~t:52,florida-state-seminoles,Florida State,Seminoles,FSU,Florida State Seminoles,Florida St,782F40,ceb888,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,50
