season,game_id,team_id,team_slug,team_abbreviation,team_display_name,home_away,athlete_id,athlete_uid,athlete_guid,athlete_display_name,athlete_short_name,athlete_first_name,athlete_last_name,athlete_jersey,athlete_position,athlete_headshot,starter,did_not_play,active,ejected,reason
2007,263160120,2244,george-mason-patriots,GMU,George Mason Patriots,,5860,s:40~l:54~a:5860,da09b898908960e207c2e3bf08d6ff67,Jessica Smith,J. Smith,,,,NA,,true,false,true,false,
2007,263160120,2244,george-mason-patriots,GMU,George Mason Patriots,,5859,s:40~l:54~a:5859,4647717bd6cae9d2dac650e2ff9e417c,Nikkia Slade,N. Slade,,,,NA,,true,false,true,false,
2007,263160120,2244,george-mason-patriots,GMU,George Mason Patriots,,5858,s:40~l:54~a:5858,5b0b903e0cd4ae8cb42be20a18a9e99b,Moni Akintunde,M. Akintunde,,,,NA,,true,false,true,false,
2007,263160120,2244,george-mason-patriots,GMU,George Mason Patriots,,5862,s:40~l:54~a:5862,cbfdd02d53eea812bb09c6c82dea342a,Lateisha Wade,L. Wade,,,,NA,,true,false,true,false,
2007,263160120,2244,george-mason-patriots,GMU,George Mason Patriots,,5861,s:40~l:54~a:5861,390c1849a8f27ffa973b649b5d7c1bb5,Casey Quigley,C. Quigley,,,,NA,,true,false,true,false,
2007,263160120,120,maryland-terrapins,MD,Maryland Terrapins,,5138,s:40~l:54~a:5138,274318080866dcb8699a09d666d03f10,Marissa Coleman,M. Coleman,,,25 ,G,,true,false,true,false,
2007,263160120,120,maryland-terrapins,MD,Maryland Terrapins,,5135,s:40~l:54~a:5135,06f5a686cc19277ee9714ac54c2ded8f,Kristi Toliver,K. Toliver,,,20 ,G,,true,false,true,false,
2007,263160120,120,maryland-terrapins,MD,Maryland Terrapins,,5139,s:40~l:54~a:5139,d42e6def5bf96553d0f6348a4d4925ed,Laura Harper,L. Harper,,,,NA,,true,false,true,false,
2007,263160120,120,maryland-terrapins,MD,Maryland Terrapins,,4857,s:40~l:54~a:4857,54d95e907134bc5181e7e4e75360d98c,Crystal Langhorne,C. Langhorne,,,,NA,,true,false,true,false,
2007,263160120,120,maryland-terrapins,MD,Maryland Terrapins,,4314,s:40~l:54~a:4314,89b9ded0b2f2d65e468ebae6d5bf556f,Shay Doron,S. Doron,,,,NA,,true,false,true,false,
2007,263160201,305,depaul-blue-demons,DEP,DePaul Blue Demons,,4863,s:40~l:54~a:4863,1b54d15180397d9a55f007815342e3e6,Caprice Smith,C. Smith,,,,NA,,true,true,true,false,
2007,263160201,305,depaul-blue-demons,DEP,DePaul Blue Demons,,4862,s:40~l:54~a:4862,ada6d59c2d30a68c6882307040e5b23e,Erin Carney,E. Carney,,,,NA,,true,true,true,false,
2007,263160201,305,depaul-blue-demons,DEP,DePaul Blue Demons,,4859,s:40~l:54~a:4859,8ccf9f61389ad1b5e837d73da998e9cb,Allie Quigley,A. Quigley,,,,NA,,true,true,true,false,
2007,263160201,305,depaul-blue-demons,DEP,DePaul Blue Demons,,4561,s:40~l:54~a:4561,6ebbbc3f36e376a65adaf5b2cd19682f,Jenna Rubino,J. Rubino,,,,NA,,true,true,true,false,
2007,263160201,305,depaul-blue-demons,DEP,DePaul Blue Demons,,3809,s:40~l:54~a:3809,9da51f807c0258c52ed8212934543127,Missy Mitidiero,M. Mitidiero,,,,NA,,true,true,true,false,
2007,263160201,201,oklahoma-sooners,OU,Oklahoma Sooners,,5118,s:40~l:54~a:5118,1834413d80b409a6fe840327a8e7993b,Courtney Paris,C. Paris,,,3  ,C,,true,true,true,false,
