season,game_id,team_id,team_slug,team_abbreviation,team_display_name,home_away,athlete_id,athlete_uid,athlete_guid,athlete_display_name,athlete_short_name,athlete_first_name,athlete_last_name,athlete_jersey,athlete_position,athlete_headshot,starter,did_not_play,active,ejected,reason
2004,240580150,228,clemson-tigers,CLEM,Clemson Tigers,,284,s:40~l:54~a:284,4a578314ec2e981d1e2204ee416f8a5e,Maggie Slosser,M. Slosser,,,,NA,,true,true,true,false,
2004,240580150,228,clemson-tigers,CLEM,Clemson Tigers,,282,s:40~l:54~a:282,7998fa4818386ee82d9e30a454956a3b,Khaili Sanders,K. Sanders,,,,NA,,true,true,true,false,
2004,240580150,228,clemson-tigers,CLEM,Clemson Tigers,,277,s:40~l:54~a:277,aa34a068a88f68677dff2d36b674efe2,Julie Aderhold,J. Aderhold,,,,NA,,true,true,true,false,
2004,240580150,228,clemson-tigers,CLEM,Clemson Tigers,,285,s:40~l:54~a:285,0e5ae017752efa7db3bbec30306dbc2b,Lakeia Stokes,L. Stokes,,,,NA,,true,true,true,false,
2004,240580150,228,clemson-tigers,CLEM,Clemson Tigers,,280,s:40~l:54~a:280,78f6ea18519016e9cbaeccf88a8da856,Kanetra Queen,K. Queen,,,,NA,,true,true,true,false,
2004,240580150,150,duke-blue-devils,DUKE,Duke Blue Devils,,2475,s:40~l:54~a:2475,34971f2dbdb57e31e6939fa80c4422c8,Mistie McCray Bass,M. Bass,,,,NA,,true,true,true,false,
2004,240580150,150,duke-blue-devils,DUKE,Duke Blue Devils,,440,s:40~l:54~a:440,bff05f67631d8de432c8ccd400c7bf54,Iciss Tillis,I. Tillis,,,,NA,,true,true,true,false,
2004,240580150,150,duke-blue-devils,DUKE,Duke Blue Devils,,438,s:40~l:54~a:438,c7e26c3620f06c9196f3fe534452d4f6,Monique Currie,M. Currie,,,,NA,,true,true,true,false,
2004,240580150,150,duke-blue-devils,DUKE,Duke Blue Devils,,439,s:40~l:54~a:439,b7e5c9e767a783f7bab9322666594fa2,Vicki Krapohl,V. Krapohl,,,,NA,,true,true,true,false,
2004,240580150,150,duke-blue-devils,DUKE,Duke Blue Devils,,436,s:40~l:54~a:436,ac10b64df2ca5310aeb7b8a55097d285,Alana Beard,A. Beard,,,,NA,,true,true,true,false,
2004,244000040,2335,liberty-flames,LIB,Liberty Flames,,2610,s:40~l:54~a:2610,c13f951fae32274a37ccfb07e0d38b14,Katie Feenstra,K. Feenstra,,,,NA,,true,false,true,false,
2004,244000040,2335,liberty-flames,LIB,Liberty Flames,,2620,s:40~l:54~a:2620,5c2273f4885b02ff783070276943bfa3,Kristina Palaimaite,K. Palaimaite,,,,NA,,true,false,true,false,
2004,244000040,2335,liberty-flames,LIB,Liberty Flames,,2722,s:40~l:54~a:2722,2f56978ce51bbea46df84aeda3f7d041,Aundrea Dawson,A. Dawson,,,,NA,,true,false,true,false,
2004,244000040,2335,liberty-flames,LIB,Liberty Flames,,2615,s:40~l:54~a:2615,1134f0edd130773ac616f35200a93fc4,Daina Stagaitene,D. Stagaitene,,,,NA,,true,false,true,false,
2004,244000040,2335,liberty-flames,LIB,Liberty Flames,,2614,s:40~l:54~a:2614,e00482e35c19cf23c5e288318fe00211,Monique Leonard,M. Leonard,,,,NA,,true,false,true,false,
2004,244000040,61,georgia-lady-bulldogs,UGA,Georgia Lady Bulldogs,,681,s:40~l:54~a:681,2e91366839a2654d97fec587cf2c1cfa,Christi Thomas,C. Thomas,,,,NA,,true,false,true,false,
2004,244000040,61,georgia-lady-bulldogs,UGA,Georgia Lady Bulldogs,,679,s:40~l:54~a:679,dab1f82b459bd580338f543f7ce87586,Jessica Pierce,J. Pierce,,,,NA,,true,false,true,false,
2004,244000040,61,georgia-lady-bulldogs,UGA,Georgia Lady Bulldogs,,3745,s:40~l:54~a:3745,b815538108f3423b406fe1f2a252c7da,Janese Hardrick,J. Hardrick,,,,NA,,true,false,true,false,
2004,244000040,61,georgia-lady-bulldogs,UGA,Georgia Lady Bulldogs,,2493,s:40~l:54~a:2493,821c4e6aded93845586704f566b326fa,Alexis Kendrick,A. Kendrick,,,,NA,,true,false,true,false,
