id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,game_id,season,season_type,tournament_id,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,game_date_time,game_date,PBP,player_box
320940239,s:40~l:54~e:320940239~c:320940239,2012-04-04T00:30Z,0,TRUE,TRUE,FALSE,FALSE,2012-04-04T00:30Z,event,NCAA WOMEN'S CHAMPIONSHIP - NATIONAL CHAMPIONSHIP AT DENVER,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,80,TRUE,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,0c2340,c99700,TRUE,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,61,FALSE,320940239,2012,3,22,,,,,,,,,,,,2012-04-04T00:30:00Z,2012-04-03,TRUE,FALSE
320920239,s:40~l:54~e:320920239~c:320920239,2012-04-02T01:18Z,0,TRUE,TRUE,FALSE,FALSE,2012-04-02T01:18Z,event,NCAA WOMEN'S CHAMPIONSHIP - FINAL FOUR AT DENVER,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,59,TRUE,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,47,FALSE,320920239,2012,3,22,,,,,,,,,,,,2012-04-02T01:18:00Z,2012-04-01,TRUE,FALSE
320920087,s:40~l:54~e:320920087~c:320920087,2012-04-01T22:30Z,0,TRUE,TRUE,FALSE,FALSE,2012-04-01T22:30Z,event,NCAA WOMEN'S CHAMPIONSHIP - FINAL FOUR AT DENVER,,,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,0c2340,c99700,TRUE,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,83,TRUE,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,75,FALSE,320920087,2012,3,22,OT,,,,,,,,,,,2012-04-01T22:30:00Z,2012-04-01,TRUE,FALSE
320910197,s:40~l:54~e:320910197~c:320910197,2012-03-31T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-31T19:00Z,event,WOMEN'S NIT - CHAMPIONSHIP,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,197,s:40~l:54~t:197,Oklahoma State,Cowgirls,OKST,Oklahoma State Cowgirls,Oklahoma St,ff6500,000000,TRUE,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,75,TRUE,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,TRUE,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,68,FALSE,320910197,2012,3,37,,,,,,1992,Gallagher-Iba Arena,Stillwater,OK,13611,TRUE,2012-03-31T19:00:00Z,2012-03-31,TRUE,FALSE
320880197,s:40~l:54~e:320880197~c:320880197,2012-03-29T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-29T00:00Z,event,WOMEN'S NIT - SEMIFINAL,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,197,s:40~l:54~t:197,Oklahoma State,Cowgirls,OKST,Oklahoma State Cowgirls,Oklahoma St,ff6500,000000,TRUE,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,73,TRUE,301,s:40~l:54~t:301,San Diego,Toreros,USD,San Diego Toreros,San Diego,2f99d4,2f99d4,TRUE,501,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png,29,57,FALSE,320880197,2012,3,37,,,,,,1992,Gallagher-Iba Arena,Stillwater,OK,13611,TRUE,2012-03-29T00:00:00Z,2012-03-28,TRUE,FALSE
320880256,s:40~l:54~e:320880256~c:320880256,2012-03-28T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-28T23:00Z,event,WOMEN'S NIT - SEMIFINAL,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,TRUE,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,74,TRUE,183,s:40~l:54~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,ff6500,000e54,TRUE,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,4,71,FALSE,320880256,2012,3,37,,,,,,1980,JMU Convocation Center,Harrisonburg,VA,6426,TRUE,2012-03-28T23:00:00Z,2012-03-28,TRUE,FALSE
320870087,s:40~l:54~e:320870087~c:320870087,2012-03-28T01:14Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-28T01:14Z,event,NCAA WOMEN'S CHAMPIONSHIP - RALEIGH REGION - ELITE 8 AT RALEIGH NC,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,0c2340,c99700,TRUE,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,80,TRUE,120,s:40~l:54~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,49,FALSE,320870087,2012,3,22,,,,,,,,,,,,2012-03-28T01:14:00Z,2012-03-27,TRUE,FALSE
320870041,s:40~l:54~e:320870041~c:320870041,2012-03-27T23:00Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-27T23:00Z,event,NCAA WOMEN'S CHAMPIONSHIP - KINGSTON REGION - ELITE 8 AT KINGSTON RI,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,80,TRUE,96,s:40~l:54~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,2100,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,65,FALSE,320870041,2012,3,22,,,,,,2179,Ryan Center,Kingston,RI,8000,TRUE,2012-03-27T23:00:00Z,2012-03-27,TRUE,FALSE
320860024,s:40~l:54~e:320860024~c:320860024,2012-03-27T01:00Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-27T01:00Z,event,NCAA WOMEN'S CHAMPIONSHIP - FRESNO REGION - ELITE 8 AT FRESNO CA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,81,TRUE,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,013088,ffffff,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,69,FALSE,320860024,2012,3,22,,,,,,,,,,,,2012-03-27T01:00:00Z,2012-03-26,TRUE,FALSE
320860239,s:40~l:54~e:320860239~c:320860239,2012-03-26T23:00Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-26T23:00Z,event,NCAA WOMEN'S CHAMPIONSHIP - DES MOINES REGION - ELITE 8 AT DES MOINES IA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,77,TRUE,2633,s:40~l:54~t:2633,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,TRUE,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,23,58,FALSE,320860239,2012,3,22,,,,,,,,,,,,2012-03-26T23:00:00Z,2012-03-26,TRUE,FALSE
320850096,s:40~l:54~e:320850096~c:320850096,2012-03-25T23:05Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-25T23:05Z,event,NCAA WOMEN'S CHAMPIONSHIP - KINGSTON REGION - SWEET 16 AT KINGSTON RI,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,96,s:40~l:54~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,2100,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,79,TRUE,2250,s:40~l:54~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,041e42,c8102e,TRUE,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,62,FALSE,320850096,2012,3,22,,,,,,2179,Ryan Center,Kingston,RI,8000,TRUE,2012-03-25T23:05:00Z,2012-03-25,TRUE,FALSE
320850041,s:40~l:54~e:320850041~c:320850041,2012-03-25T20:34Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-25T20:34Z,event,NCAA WOMEN'S CHAMPIONSHIP - KINGSTON REGION - SWEET 16 AT KINGSTON RI,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,77,TRUE,213,s:40~l:54~t:213,Penn State,Lady Lions,PSU,Penn State Lady Lions,Penn State,00265D,002e5c,TRUE,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,59,FALSE,320850041,2012,3,22,,,,,,2179,Ryan Center,Kingston,RI,8000,TRUE,2012-03-25T20:34:00Z,2012-03-25,TRUE,FALSE
320850264,s:40~l:54~e:320850264~c:320850264,2012-03-25T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-25T19:00Z,event,WOMEN'S NIT - QUARTERFINAL,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,33006f,e8d3a2,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,47,FALSE,301,s:40~l:54~t:301,San Diego,Toreros,USD,San Diego Toreros,San Diego,2f99d4,2f99d4,TRUE,501,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png,29,58,TRUE,320850264,2012,3,37,,,,,,,,,,,,2012-03-25T19:00:00Z,2012-03-25,TRUE,FALSE
320850135,s:40~l:54~e:320850135~c:320850135,2012-03-25T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-25T19:00Z,event,WBI CHAMPIONSHIP GAME,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,135,s:40~l:54~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,TRUE,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,88,TRUE,2460,s:40~l:54~t:2460,Northern Iowa,Panthers,UNI,Northern Iowa Panthers,Northern Iowa,473282,ffffff,TRUE,1948,https://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,18,74,FALSE,320850135,2012,3,38,,,,,,,,,,,,2012-03-25T19:00:00Z,2012-03-25,TRUE,FALSE
320850087,s:40~l:54~e:320850087~c:320850087,2012-03-25T18:32Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-25T18:32Z,event,NCAA WOMEN'S CHAMPIONSHIP - RALEIGH REGION - SWEET 16 AT RALEIGH NC,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,0c2340,c99700,TRUE,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,79,TRUE,179,s:40~l:54~t:179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St Bonaventure,70261D,,TRUE,2042,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,3,35,FALSE,320850087,2012,3,22,,,,,,,,,,,,2012-03-25T18:32:00Z,2012-03-25,TRUE,FALSE
320850256,s:40~l:54~e:320850256~c:320850256,2012-03-25T18:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-25T18:00Z,event,WOMEN'S NIT - QUARTERFINAL,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,TRUE,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,68,TRUE,258,s:40~l:54~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,TRUE,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,59,FALSE,320850256,2012,3,37,,,,,,1980,JMU Convocation Center,Harrisonburg,VA,6426,TRUE,2012-03-25T18:00:00Z,2012-03-25,TRUE,FALSE
320850197,s:40~l:54~e:320850197~c:320850197,2012-03-25T17:30Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-25T17:30Z,event,WOMEN'S NIT - QUARTERFINAL,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,197,s:40~l:54~t:197,Oklahoma State,Cowgirls,OKST,Oklahoma State Cowgirls,Oklahoma St,ff6500,000000,TRUE,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,78,TRUE,38,s:40~l:54~t:38,Colorado,Buffaloes,COLO,Colorado Buffaloes,Colorado,000000,cfb87c,TRUE,2207,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,21,70,FALSE,320850197,2012,3,37,,,,,,1992,Gallagher-Iba Arena,Stillwater,OK,13611,TRUE,2012-03-25T17:30:00Z,2012-03-25,TRUE,FALSE
320850120,s:40~l:54~e:320850120~c:320850120,2012-03-25T16:04Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-25T16:04Z,event,NCAA WOMEN'S CHAMPIONSHIP - RALEIGH REGION - SWEET 16 AT RALEIGH NC,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,120,s:40~l:54~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,81,TRUE,245,s:40~l:54~t:245,Texas A&M,Aggies,TA&M,Texas A&M Aggies,Texas A&M,5C0025,ffffff,TRUE,2114,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png,8,74,FALSE,320850120,2012,3,22,,,,,,,,,,,,2012-03-25T16:04:00Z,2012-03-25,TRUE,FALSE
320840024,s:40~l:54~e:320840024~c:320840024,2012-03-25T03:32Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-25T03:32Z,event,NCAA WOMEN'S CHAMPIONSHIP - FRESNO REGION - SWEET 16 AT FRESNO CA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,76,TRUE,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,60,FALSE,320840024,2012,3,22,,,,,,,,,,,,2012-03-25T03:32:00Z,2012-03-24,TRUE,FALSE
320840150,s:40~l:54~e:320840150~c:320840150,2012-03-25T01:04Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-25T01:04Z,event,NCAA WOMEN'S CHAMPIONSHIP - FRESNO REGION - SWEET 16 AT FRESNO CA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,013088,ffffff,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,74,TRUE,2599,s:40~l:54~t:2599,St. John's,Red Storm,SJU,St. John's Red Storm,St John's,d10000,101010,TRUE,2019,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,4,47,FALSE,320840150,2012,3,22,,,,,,,,,,,,2012-03-25T01:04:00Z,2012-03-24,TRUE,FALSE
320840239,s:40~l:54~e:320840239~c:320840239,2012-03-24T18:32Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-24T18:32Z,event,NCAA WOMEN'S CHAMPIONSHIP - DES MOINES REGION - SWEET 16 AT DES MOINES IA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,83,TRUE,59,s:40~l:54~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,TRUE,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,68,FALSE,320840239,2012,3,22,,,,,,,,,,,,2012-03-24T18:32:00Z,2012-03-24,TRUE,FALSE
320842649,s:40~l:54~e:320842649~c:320842649,2012-03-24T18:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-24T18:00Z,event,WOMEN'S NIT - QUARTERFINAL,37,BM,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,2649,s:40~l:54~t:2649,Toledo,Rockets,TOL,Toledo Rockets,Toledo,ffffff,ffd51d,TRUE,2116,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,14,73,FALSE,183,s:40~l:54~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,ff6500,000e54,TRUE,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,4,74,TRUE,320842649,2012,3,37,OT,,,,,684,Allen County War Memorial Coliseum,Fort Wayne,IN,13000,TRUE,2012-03-24T18:00:00Z,2012-03-24,TRUE,FALSE
320842633,s:40~l:54~e:320842633~c:320842633,2012-03-24T16:04Z,0,TRUE,TRUE,FALSE,FALSE,2012-03-24T16:04Z,event,NCAA WOMEN'S CHAMPIONSHIP - DES MOINES REGION - SWEET 16 AT DES MOINES IA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2633,s:40~l:54~t:2633,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,TRUE,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,23,84,TRUE,2305,s:40~l:54~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0051ba,e8000d,TRUE,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,73,FALSE,320842633,2012,3,22,,,,,,,,,,,,2012-03-24T16:04:00Z,2012-03-24,TRUE,FALSE
320830135,s:40~l:54~e:320830135~c:320830135,2012-03-24T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-24T00:00Z,event,WBI TOURNAMENT - SEMIFINAL,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,135,s:40~l:54~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,TRUE,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,67,TRUE,2363,s:40~l:54~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,TRUE,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,54,FALSE,320830135,2012,3,38,,,,,,,,,,,,2012-03-24T00:00:00Z,2012-03-23,TRUE,FALSE
320830256,s:40~l:54~e:320830256~c:320830256,2012-03-23T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-23T23:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,TRUE,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,72,TRUE,58,s:40~l:54~t:58,South Florida,Bulls,USF,South Florida Bulls,South Florida,004A36,231f20,TRUE,2041,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png,4,45,FALSE,320830256,2012,3,37,,,,,,1980,JMU Convocation Center,Harrisonburg,VA,6426,TRUE,2012-03-23T23:00:00Z,2012-03-23,TRUE,FALSE
320820038,s:40~l:54~e:320820038~c:320820038,2012-03-23T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-23T01:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,38,s:40~l:54~t:38,Colorado,Buffaloes,COLO,Colorado Buffaloes,Colorado,000000,cfb87c,TRUE,2207,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,21,48,TRUE,222,s:40~l:54~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,00205b,13b5ea,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,47,FALSE,320820038,2012,3,37,,,,,,2207,CU Events Center,Boulder,CO,11064,TRUE,2012-03-23T01:00:00Z,2012-03-22,TRUE,FALSE
320822641,s:40~l:54~e:320822641~c:320822641,2012-03-23T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-23T00:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2641,s:40~l:54~t:2641,Texas Tech,Lady Raiders,TTU,Texas Tech Lady Raiders,Texas Tech,C80025,231f20,TRUE,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,51,FALSE,301,s:40~l:54~t:301,San Diego,Toreros,USD,San Diego Toreros,San Diego,2f99d4,2f99d4,TRUE,501,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png,29,60,TRUE,320822641,2012,3,37,,,,,,2047,United Supermarkets Arena,Lubbock,TX,15098,TRUE,2012-03-23T00:00:00Z,2012-03-22,FALSE,FALSE
320820197,s:40~l:54~e:320820197~c:320820197,2012-03-23T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-23T00:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,197,s:40~l:54~t:197,Oklahoma State,Cowgirls,OKST,Oklahoma State Cowgirls,Oklahoma St,ff6500,000000,TRUE,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,70,TRUE,2623,s:40~l:54~t:2623,Missouri State,Lady Bears,MOST,Missouri State Lady Bears,Missouri St,5F0000,e8e8e8,TRUE,1966,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,18,57,FALSE,320820197,2012,3,37,,,,,,1992,Gallagher-Iba Arena,Stillwater,OK,13611,TRUE,2012-03-23T00:00:00Z,2012-03-22,TRUE,FALSE
320822649,s:40~l:54~e:320822649~c:320822649,2012-03-22T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-22T23:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2649,s:40~l:54~t:2649,Toledo,Rockets,TOL,Toledo Rockets,Toledo,ffffff,ffd51d,TRUE,2116,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,14,81,TRUE,2670,s:40~l:54~t:2670,VCU,Rams,VCU,VCU Rams,VCU,929292,edb71d,TRUE,2051,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,10,64,FALSE,320822649,2012,3,37,,,,,,684,Allen County War Memorial Coliseum,Fort Wayne,IN,13000,TRUE,2012-03-22T23:00:00Z,2012-03-22,TRUE,FALSE
320820258,s:40~l:54~e:320820258~c:320820258,2012-03-22T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-22T23:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,258,s:40~l:54~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,TRUE,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,74,TRUE,2026,s:40~l:54~t:2026,Appalachian State,Mountaineers,APP,Appalachian State Mountaineers,Appalachian St,000000,ffcd00,TRUE,2137,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,24,58,FALSE,320820258,2012,3,37,,,,,,1927,John Paul Jones Arena,Charlottesville,VA,14623,TRUE,2012-03-22T23:00:00Z,2012-03-22,TRUE,FALSE
320820218,s:40~l:54~e:320820218~c:320820218,2012-03-22T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-22T23:00Z,event,WOMEN'S NIT - 3rd ROUND,37,BM,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,218,s:40~l:54~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,TRUE,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,3,68,FALSE,183,s:40~l:54~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,ff6500,000e54,TRUE,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,4,82,TRUE,320820218,2012,3,37,,,,,,2011,Liacouras Center,Philadelphia,PA,10206,TRUE,2012-03-22T23:00:00Z,2012-03-22,TRUE,FALSE
320812547,s:40~l:54~e:320812547~c:320812547,2012-03-22T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2012-03-22T02:00Z,event,WBI TOURNAMENT - SEMIFINAL,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2547,s:40~l:54~t:2547,Seattle U,Redhawks,SEA,Seattle U Redhawks,Seattle U,BF2E1A,c2c3c0,TRUE,1965,https://a.espncdn.com/i/teamlogos/ncaa/500/2547.png,43,64,FALSE,2460,s:40~l:54~t:2460,Northern Iowa,Panthers,UNI,Northern Iowa Panthers,Northern Iowa,473282,ffffff,TRUE,1948,https://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,18,68,TRUE,320812547,2012,3,38,,,,,,,,,,,,2012-03-22T02:00:00Z,2012-03-21,FALSE,FALSE
