id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,game_id,season,season_type,tournament_id,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,game_date_time,game_date,PBP,player_box
313640084,s:40~l:54~e:313640084~c:313640084,2011-12-30T23:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T23:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,84,s:40~l:54~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,990000,edebeb,TRUE,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,49,FALSE,127,s:40~l:54~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,63,TRUE,313640084,2012,2,,,7,Big Ten Conference,Big Ten,TRUE,2205,Al Lawson Center,Tallahassee,FL,9639,TRUE,2011-12-30T23:00:00Z,2011-12-30,TRUE,FALSE
313642065,s:40~l:54~e:313642065~c:313642065,2011-12-30T22:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T22:30Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2065,s:40~l:54~t:2065,Bethune-Cookman,Wildcats,BCU,Bethune-Cookman Wildcats,Bethune,7b1831,e9aa12,TRUE,2073,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png,16,58,TRUE,2309,s:40~l:54~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,TRUE,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,49,FALSE,313642065,2012,2,,,,,,,,,,,,,2011-12-30T22:30:00Z,2011-12-30,FALSE,FALSE
313642612,s:40~l:54~e:313642612~c:313642612,2011-12-30T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T22:00Z,event,ST PETERS HOLIDAY CLASSIC,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2612,s:40~l:54~t:2612,Saint Peter's,Peacocks,SPU,Saint Peter's Peacocks,Saint Peter's,004CC2,,TRUE,1963,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,13,52,FALSE,58,s:40~l:54~t:58,South Florida,Bulls,USF,South Florida Bulls,South Florida,004A36,231f20,TRUE,2041,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png,4,68,TRUE,313642612,2012,2,,,,,,,1963,Yanitelli Center,Jersey City,NJ,3200,TRUE,2011-12-30T22:00:00Z,2011-12-30,TRUE,FALSE
313642325,s:40~l:54~e:313642325~c:313642325,2011-12-30T22:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T22:00Z,event,BLUE SKY CLASSIC AT HANOVER NH,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2325,s:40~l:54~t:2325,La Salle,Explorers,LAS,La Salle Explorers,La Salle,003356,ffce00,TRUE,2172,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,3,68,TRUE,261,s:40~l:54~t:261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,154734,ffc72c,TRUE,2118,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,1,59,FALSE,313642325,2012,2,,,,,,,1242,THE LEEDE ARENA,Bakersfield,CA,0,FALSE,2011-12-30T22:00:00Z,2011-12-30,FALSE,FALSE
313640227,s:40~l:54~e:313640227~c:313640227,2011-12-30T22:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T22:00Z,event,CHRISTMAS CITY CLASSIC AT BETHLEHEM PA,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,227,s:40~l:54~t:227,Rhode Island,Rams,URI,Rhode Island Rams,Rhode Island,091f3f,5ab3e8,TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3,42,FALSE,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,TRUE,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,77,TRUE,313640227,2012,2,,,,,,,2141,Stabler Arena,Bethlehem,PA,5600,TRUE,2011-12-30T22:00:00Z,2011-12-30,FALSE,FALSE
313640021,s:40~l:54~e:313640021~c:313640021,2011-12-30T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T22:00Z,event,SAN DIEGO SURF 'N SLAM CLASSIC,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,21,s:40~l:54~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego St,BF2C37,a8996e,TRUE,2111,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,44,51,TRUE,219,s:40~l:54~t:219,Pennsylvania,Quakers,PENN,Pennsylvania Quakers,Penn,082A74,a6163d,TRUE,1899,https://a.espncdn.com/i/teamlogos/ncaa/500/219.png,12,37,FALSE,313640021,2012,2,,,,,,,,,,,,,2011-12-30T22:00:00Z,2011-12-30,FALSE,FALSE
313642116,s:40~l:54~e:313642116~c:313642116,2011-12-30T21:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T21:30Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2116,s:40~l:54~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,231f20,TRUE,4484,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,11,47,FALSE,52,s:40~l:54~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida St,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,60,TRUE,313642116,2012,2,,,,,,,2074,UCF Arena,Orlando,FL,5100,FALSE,2011-12-30T21:30:00Z,2011-12-30,TRUE,FALSE
313640171,s:40~l:54~e:313640171~c:313640171,2011-12-30T21:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T21:30Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,171,s:40~l:54~t:171,Columbia,Lions,COLU,Columbia Lions,Columbia,174785,004b85,TRUE,2002,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png,12,77,TRUE,2803,s:40~l:54~t:2803,Bryant,Bulldogs,BRY,Bryant Bulldogs,Bryant,000000,9f8343,TRUE,2182,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,19,74,FALSE,313640171,2012,2,,,,,,,2002,Francis S. Levien Gymnasium,New York,NY,2500,TRUE,2011-12-30T21:30:00Z,2011-12-30,FALSE,FALSE
313642598,s:40~l:54~e:313642598~c:313642598,2011-12-30T21:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T21:00Z,event,WASHINGTON DENTAL HOLIDAY HOOPS TOURNAMENT AT SEATTLE,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2598,s:40~l:54~t:2598,St. Francis (PA),Red Flash,SFPA,St. Francis (PA) Red Flash,St Francis PA,a20012,,TRUE,2149,https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,19,63,FALSE,139,s:40~l:54~t:139,Saint Louis,Billikens,SLU,Saint Louis Billikens,Saint Louis,00539C,ebebeb,TRUE,1947,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png,3,66,TRUE,313642598,2012,2,,,,,,,,,,,,,2011-12-30T21:00:00Z,2011-12-30,FALSE,FALSE
313642405,s:40~l:54~e:313642405~c:313642405,2011-12-30T21:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T21:00Z,event,HAWK HOLIDAY CLASSIC,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2405,s:40~l:54~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,,TRUE,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,19,49,TRUE,222,s:40~l:54~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,00205b,13b5ea,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,48,FALSE,313642405,2012,2,,,,,,,,,,,,,2011-12-30T21:00:00Z,2011-12-30,FALSE,FALSE
313640399,s:40~l:54~e:313640399~c:313640399,2011-12-30T21:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T21:00Z,event,FIU FUN & SUN CLASSIC AT MIAMI,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,399,s:40~l:54~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,ffffff,TRUE,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,59,FALSE,2429,s:40~l:54~t:2429,Charlotte,49ers,CHAR,Charlotte 49ers,Charlotte,ffffff,cfab7a,TRUE,239,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,3,61,TRUE,313640399,2012,2,,,,,,,2221,U.S. CENTURY BANK ARENA,San Diego,CA,0,FALSE,2011-12-30T21:00:00Z,2011-12-30,FALSE,FALSE
313642230,s:40~l:54~e:313642230~c:313642230,2011-12-30T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T20:00Z,event,FORDHAM HOLIDAY CLASSIC,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2230,s:40~l:54~t:2230,Fordham,Rams,FOR,Fordham Rams,Fordham,830032,909090,TRUE,2007,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,3,60,FALSE,2154,s:40~l:54~t:2154,Coppin State,Eagles,COPP,Coppin State Eagles,Coppin St,2e3192,ffd204,TRUE,2164,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,16,61,TRUE,313642230,2012,2,,,,,,,3050,ROSE HILL GYMNASIUM,Dallas,TX,0,FALSE,2011-12-30T20:00:00Z,2011-12-30,FALSE,FALSE
313642450,s:40~l:54~e:313642450~c:313642450,2011-12-30T19:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T19:00Z,event,HAWK HOLIDAY CLASSIC AT WEST LONG BRANCH NJ,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2450,s:40~l:54~t:2450,Norfolk State,Spartans,NORF,Norfolk State Spartans,Norfolk St,046546,,TRUE,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,44,FALSE,179,s:40~l:54~t:179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St Bonaventure,70261D,,TRUE,2042,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,3,58,TRUE,313642450,2012,2,,,,,,,,,,,,,2011-12-30T19:00:00Z,2011-12-30,FALSE,FALSE
313642426,s:40~l:54~e:313642426~c:313642426,2011-12-30T18:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T18:00Z,event,FORDHAM HOLIDAY CLASSIC AT BRONX NY,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2426,s:40~l:54~t:2426,Navy,Midshipmen,NAVY,Navy Midshipmen,Navy,131630,b6a77c,TRUE,2176,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,22,46,FALSE,104,s:40~l:54~t:104,Boston University,Terriers,BU,Boston University Terriers,Boston Univ,cc0000,ffffff,TRUE,1999,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,1,48,TRUE,313642426,2012,2,,,,,,,3050,ROSE HILL GYMNASIUM,Dallas,TX,0,FALSE,2011-12-30T18:00:00Z,2011-12-30,FALSE,FALSE
313630062,s:40~l:54~e:313630062~c:313630062,2011-12-30T04:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T04:00Z,event,PEPSI RAINBOW WAHINE INVITATIONAL,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,62,s:40~l:54~t:62,Hawai'i,Rainbow Wahine,HAW,Hawai'i Rainbow Wahine,Hawai'i,003420,ffffff,TRUE,540,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png,30,52,FALSE,526,s:40~l:54~t:526,Florida Gulf Coast,Eagles,FGCU,Florida Gulf Coast Eagles,FGCU,00885a,076c3b,TRUE,2101,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,46,72,TRUE,313630062,2012,2,,,,,,,540,Stan Sheriff Center,Honolulu,HI,10300,TRUE,2011-12-30T04:00:00Z,2011-12-29,FALSE,FALSE
313630016,s:40~l:54~e:313630016~c:313630016,2011-12-30T03:05Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:05Z,event,"",0,N/A,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final/2OT,Final/2OT,2,16,s:40~l:54~t:16,Sacramento State,Hornets,SAC,Sacramento State Hornets,Sacramento St,00573C,cdb97d,TRUE,2078,https://a.espncdn.com/i/teamlogos/ncaa/500/16.png,5,91,TRUE,2464,s:40~l:54~t:2464,Northern Arizona,Lumberjacks,NAU,Northern Arizona Lumberjacks,N Arizona,003976,1b3069,TRUE,2023,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,5,85,FALSE,313630016,2012,2,,2OT,5,Big Sky Conference,Big Sky,TRUE,,,,,,,2011-12-30T03:05:00Z,2011-12-29,FALSE,FALSE
313630030,s:40~l:54~e:313630030~c:313630030,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,30,s:40~l:54~t:30,USC,Trojans,USC,USC Trojans,USC,9e2237,ffcc00,TRUE,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,53,FALSE,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,61,TRUE,313630030,2012,2,,,21,Pac-12 Conference,Pac-12,TRUE,1918,Galen Center,Los Angeles,CA,10258,TRUE,2011-12-30T03:00:00Z,2011-12-29,TRUE,FALSE
313632934,s:40~l:54~e:313632934~c:313632934,2011-12-30T03:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T03:00Z,event,MAGGIE DIXON SURF N SLAM CLASSIC AT SAN DIEGO,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2934,s:40~l:54~t:2934,Cal State Bakersfield,Roadrunners,CSUB,Cal State Bakersfield Roadrunners,Bakersfield,003BAB,,TRUE,2112,https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png,43,63,FALSE,2641,s:40~l:54~t:2641,Texas Tech,Lady Raiders,TTU,Texas Tech Lady Raiders,Texas Tech,C80025,231f20,TRUE,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,81,TRUE,313632934,2012,2,,,,,,,501,Jenny Craig Pavilion,San Diego,CA,5100,TRUE,2011-12-30T03:00:00Z,2011-12-29,TRUE,FALSE
313632957,s:40~l:54~e:313632957~c:313632957,2011-12-30T03:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T03:00Z,"","",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2957,s:40~l:54~t:2957,Dominican Cal,Penguins,DBI,Dominican Cal Penguins,Dominican Cal,000000,,FALSE,,,,45,FALSE,225,s:40~l:54~t:225,Brown,Bears,BRWN,Brown Bears,Brown,411e09,949300,TRUE,2036,https://a.espncdn.com/i/teamlogos/ncaa/500/225.png,12,66,TRUE,313632957,2012,2,,,,,,,,,,,,,2011-12-30T03:00:00Z,2011-12-29,FALSE,FALSE
313632539,s:40~l:54~e:313632539~c:313632539,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2539,s:40~l:54~t:2539,San Francisco,Dons,SF,San Francisco Dons,San Francisco,22523F,fbcd3c,TRUE,789,https://a.espncdn.com/i/teamlogos/ncaa/500/2539.png,29,69,FALSE,2492,s:40~l:54~t:2492,Pepperdine,Waves,PEPP,Pepperdine Waves,Pepperdine,003A72,dc762f,TRUE,1055,https://a.espncdn.com/i/teamlogos/ncaa/500/2492.png,29,85,TRUE,313632539,2012,2,,,29,West Coast Conference,WCC,TRUE,,,,,,,2011-12-30T03:00:00Z,2011-12-29,FALSE,FALSE
313632501,s:40~l:54~e:313632501~c:313632501,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2501,s:40~l:54~t:2501,Portland,Pilots,PORT,Portland Pilots,Portland,330072,a8b3ba,TRUE,2136,https://a.espncdn.com/i/teamlogos/ncaa/500/2501.png,29,65,FALSE,2250,s:40~l:54~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,041e42,c8102e,TRUE,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,80,TRUE,313632501,2012,2,,,29,West Coast Conference,WCC,TRUE,2136,Chiles Center,Portland,OR,4852,TRUE,2011-12-30T03:00:00Z,2011-12-29,TRUE,FALSE
313632483,s:40~l:54~e:313632483~c:313632483,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2483,s:40~l:54~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,TRUE,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,47,FALSE,265,s:40~l:54~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,TRUE,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,75,TRUE,313632483,2012,2,,,21,Pac-12 Conference,Pac-12,TRUE,,,,,,,2011-12-30T03:00:00Z,2011-12-29,TRUE,FALSE
313632351,s:40~l:54~e:313632351~c:313632351,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2351,s:40~l:54~t:2351,Loyola Marymount,Lions,LMU,Loyola Marymount Lions,LMU,880029,00345b,TRUE,2173,https://a.espncdn.com/i/teamlogos/ncaa/500/2351.png,29,72,FALSE,2608,s:40~l:54~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,d80024,003057,TRUE,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,82,TRUE,313632351,2012,2,,,29,West Coast Conference,WCC,TRUE,2173,Gersten Pavilion,Los Angeles,CA,4156,TRUE,2011-12-30T03:00:00Z,2011-12-29,FALSE,FALSE
313630299,s:40~l:54~e:313630299~c:313630299,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,299,s:40~l:54~t:299,Long Beach State,Beach,LBSU,Long Beach State Beach,Long Beach St,000000,f1f2f3,TRUE,539,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,9,70,TRUE,27,s:40~l:54~t:27,UC Riverside,Highlanders,UCR,UC Riverside Highlanders,UC Riverside,14234F,,TRUE,2082,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png,9,59,FALSE,313630299,2012,2,,,9,Big West Conference,Big West,TRUE,,,,,,,2011-12-30T03:00:00Z,2011-12-29,FALSE,FALSE
313630204,s:40~l:54~e:313630204~c:313630204,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,204,s:40~l:54~t:204,Oregon State,Beavers,ORST,Oregon State Beavers,Oregon St,d73f09,000000,TRUE,506,https://a.espncdn.com/i/teamlogos/ncaa/500/204.png,21,60,TRUE,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,33006f,e8d3a2,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,55,FALSE,313630204,2012,2,,,21,Pac-12 Conference,Pac-12,TRUE,506,Gill Coliseum,Corvallis,OR,9604,TRUE,2011-12-30T03:00:00Z,2011-12-29,FALSE,FALSE
313630026,s:40~l:54~e:313630026~c:313630026,2011-12-30T03:00Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T03:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,26,s:40~l:54~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,60,TRUE,25,s:40~l:54~t:25,California,Golden Bears,CAL,California Golden Bears,California,031522,ffc423,TRUE,496,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,21,55,FALSE,313630026,2012,2,,,21,Pac-12 Conference,Pac-12,TRUE,479,Pauley Pavilion,Los Angeles,CA,13800,TRUE,2011-12-30T03:00:00Z,2011-12-29,FALSE,FALSE
313632458,s:40~l:54~e:313632458~c:313632458,2011-12-30T02:05Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T02:05Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2458,s:40~l:54~t:2458,Northern Colorado,Bears,UNCO,Northern Colorado Bears,N Colorado,13558D,ffc533,TRUE,2168,https://a.espncdn.com/i/teamlogos/ncaa/500/2458.png,5,72,TRUE,2069,s:40~l:54~t:2069,Black Hills State,Yellow Jackets,BLA,Black Hills State Yellow Jackets,Black Hills St,000000,,FALSE,,https://a.espncdn.com/i/teamlogos/ncaa/500/2069.png,,35,FALSE,313632458,2012,2,,,,,,,,,,,,,2011-12-30T02:05:00Z,2011-12-29,FALSE,FALSE
313630331,s:40~l:54~e:313630331~c:313630331,2011-12-30T02:05Z,0,TRUE,FALSE,TRUE,FALSE,2011-12-30T02:05Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,331,s:40~l:54~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,abb4bc,TRUE,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,79,TRUE,147,s:40~l:54~t:147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana St,00205c,bc955c,TRUE,2065,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png,5,73,FALSE,313630331,2012,2,,,5,Big Sky Conference,Big Sky,TRUE,1959,Reese Court,Cheney,WA,6000,TRUE,2011-12-30T02:05:00Z,2011-12-29,FALSE,FALSE
313632751,s:40~l:54~e:313632751~c:313632751,2011-12-30T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T02:00Z,event,"",0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2751,s:40~l:54~t:2751,Wyoming,Cowgirls,WYO,Wyoming Cowgirls,Wyoming,533B22,ffffff,TRUE,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,53,FALSE,189,s:40~l:54~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,TRUE,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,60,TRUE,313632751,2012,2,,,,,,,2053,Arena Auditorium,Laramie,WY,11612,TRUE,2011-12-30T02:00:00Z,2011-12-29,FALSE,FALSE
313632655,s:40~l:54~e:313632655~c:313632655,2011-12-30T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T02:00Z,event,TULANE DOUBLETREE CLASSIC,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2655,s:40~l:54~t:2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,005837,3baf29,TRUE,2048,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,11,66,TRUE,2261,s:40~l:54~t:2261,Hampton,Lady Pirates,HAMP,Hampton Lady Pirates,Hampton,0067AC,,TRUE,2017,https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,16,53,FALSE,313632655,2012,2,,,,,,,2048,Avron B. Fogelman Arena in the Devlin Fieldhouse,New Orleans,LA,4000,TRUE,2011-12-30T02:00:00Z,2011-12-29,FALSE,FALSE
313630152,s:40~l:54~e:313630152~c:313630152,2011-12-30T02:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-12-30T02:00Z,event,PEPSI RAINBOW WAHINE INVITATIONAL AT HONOLULU,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,152,s:40~l:54~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,TRUE,2139,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,85,TRUE,2016,s:40~l:54~t:2016,Alcorn State,Lady Braves,ALCN,Alcorn State Lady Braves,Alcorn St,4b0058,46166a,TRUE,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,70,FALSE,313630152,2012,2,,,,,,,540,Stan Sheriff Center,Honolulu,HI,10300,TRUE,2011-12-30T02:00:00Z,2011-12-29,TRUE,FALSE
313630149,s:40~l:54~e:313630149~c:313630149,2011-12-30T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-12-30T02:00Z,event,LADY GRIZ HOLIDAY CLASSIC,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,149,s:40~l:54~t:149,Montana,Lady Griz,MONT,Montana Lady Griz,Montana,751D4A,666666,TRUE,1995,https://a.espncdn.com/i/teamlogos/ncaa/500/149.png,5,79,TRUE,2572,s:40~l:54~t:2572,Southern Miss,Golden Eagles,USM,Southern Miss Golden Eagles,Southern Miss,FFAA3C,ffc423,TRUE,2009,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,11,64,FALSE,313630149,2012,2,,,,,,,1995,Dahlberg Arena,Missoula,MT,7500,TRUE,2011-12-30T02:00:00Z,2011-12-29,FALSE,FALSE
