id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,game_id,season,season_type,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference,tournament_id,game_date_time,game_date,PBP,player_box
400949226,s:40~l:54~e:400949226~c:400949226,2017-04-02T22:00Z,19229,TRUE,TRUE,FALSE,FALSE,2017-04-02T22:00Z,event,NCAA WOMEN'S CHAMPIONSHIP PRES. BY CAPITAL ONE - NATIONAL CHAMPIONSHIP,,,516,American Airlines Center,Dallas,TX,19200,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,67,TRUE,344,s:40~l:54~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,TRUE,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,55,FALSE,400949226,2017,3,,,,,,22,2017-04-02T22:00:00Z,2017-04-02,FALSE,TRUE
400949109,s:40~l:54~e:400949109~c:400949109,2017-04-01T19:00Z,4417,TRUE,TRUE,FALSE,FALSE,2017-04-01T19:00Z,event,WOMEN'S NIT - CHAMPIONSHIP,37,BM,2005,Calihan Hall,Detroit,MI,8295,TRUE,0,0:00,7,3,STATUS_FINAL,post,TRUE,Final,Final/3OT,Final/3OT,4,130,s:40~l:54~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,ffcb05,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,89,TRUE,59,s:40~l:54~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,TRUE,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,79,FALSE,400949109,2017,3,3OT,,,,,37,2017-04-01T19:00:00Z,2017-04-01,TRUE,TRUE
400948987,s:40~l:54~e:400948987~c:400948987,2017-04-01T02:02Z,19202,TRUE,TRUE,FALSE,FALSE,2017-04-01T02:02Z,event,NCAA WOMEN'S CHAMPIONSHIP PRES. BY CAPITAL ONE - FINAL FOUR,,,516,American Airlines Center,Dallas,TX,19200,TRUE,0,0:00,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,62,64,FALSE,344,s:40~l:54~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,TRUE,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,66,TRUE,400948987,2017,3,OT,,,,,22,2017-04-01T02:02:00Z,2017-03-31,FALSE,TRUE
400948996,s:40~l:54~e:400948996~c:400948996,2017-03-31T23:30Z,0,TRUE,TRUE,FALSE,FALSE,2017-03-31T23:30Z,event,NCAA WOMEN'S CHAMPIONSHIP PRES. BY CAPITAL ONE - FINAL FOUR,,,516,American Airlines Center,Dallas,TX,19200,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,62,TRUE,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,53,FALSE,400948996,2017,3,,,,,,22,2017-03-31T23:30:00Z,2017-03-31,FALSE,TRUE
400948848,s:40~l:54~e:400948848~c:400948848,2017-03-29T23:00Z,1106,TRUE,FALSE,FALSE,FALSE,2017-03-29T23:00Z,event,WOMEN'S NIT - SEMIFINAL,37,BM,2206,McCamish Pavilion,Atlanta,GA,8600,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,59,s:40~l:54~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,TRUE,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,69,TRUE,265,s:40~l:54~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,TRUE,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,61,FALSE,400948848,2017,3,,,,,,37,2017-03-29T23:00:00Z,2017-03-29,TRUE,TRUE
400948846,s:40~l:54~e:400948846~c:400948846,2017-03-29T23:00Z,1467,TRUE,FALSE,FALSE,FALSE,2017-03-29T23:00Z,event,WOMEN'S NIT - SEMIFINAL,37,BM,1986,Crisler Center,Ann Arbor,MI,12707,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,130,s:40~l:54~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,ffcb05,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,65,TRUE,222,s:40~l:54~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,00205b,13b5ea,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,61,FALSE,400948846,2017,3,,,,,,37,2017-03-29T23:00:00Z,2017-03-29,TRUE,TRUE
400948771,s:40~l:54~e:400948771~c:400948771,2017-03-28T01:06Z,3134,TRUE,TRUE,FALSE,FALSE,2017-03-28T01:06Z,event,NCAA WOMEN'S CHAMPIONSHIP PRES. BY CAPITAL ONE - STOCKTON REGION FINAL,,,1248,Stockton Arena,Stockton,CA,0,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,71,TRUE,52,s:40~l:54~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida St,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,64,FALSE,400948771,2017,3,,,,,,22,2017-03-28T01:06:00Z,2017-03-27,FALSE,TRUE
400948786,s:40~l:54~e:400948786~c:400948786,2017-03-27T23:06Z,8978,TRUE,TRUE,FALSE,FALSE,2017-03-27T23:06Z,event,NCAA WOMEN'S CHAMPIONSHIP PRES. BY CAPITAL ONE - BRIDGEPORT REGION FINAL,,,1259,Total Mortgage Arena,Bridgeport,CT,10000,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,62,90,TRUE,2483,s:40~l:54~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,TRUE,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,52,FALSE,400948786,2017,3,,,,,,22,2017-03-27T23:06:00Z,2017-03-27,FALSE,TRUE
400948727,s:40~l:54~e:400948727~c:400948727,2017-03-26T23:36Z,3128,TRUE,TRUE,FALSE,FALSE,2017-03-26T23:36Z,event,NCAA WOMEN'S CHAMPIONSHIP PRES. BY CAPITAL ONE - OKLAHOMA CITY REGION FINAL,,,2559,Paycom Center,Oklahoma City,OK,18203,TRUE,0,0:00,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,85,FALSE,344,s:40~l:54~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,TRUE,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,94,TRUE,400948727,2017,3,OT,,,,,22,2017-03-26T23:36:00Z,2017-03-26,FALSE,TRUE
400948648,s:40~l:54~e:400948648~c:400948648,2017-03-26T21:00Z,532,TRUE,FALSE,FALSE,FALSE,2017-03-26T21:00Z,event,WBI CHAMPIONSHIP GAME,0,N/A,1902,Tudor Fieldhouse,Houston,TX,5750,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,242,s:40~l:54~t:242,Rice,Owls,RICE,Rice Owls,Rice,d1d5d8,003d7d,TRUE,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,11,74,TRUE,2430,s:40~l:54~t:2430,UNC Greensboro,Spartans,UNCG,UNC Greensboro Spartans,UNC Greensboro,003559,ffd90a,TRUE,1921,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,24,62,FALSE,400948648,2017,3,,,,,,,2017-03-26T21:00:00Z,2017-03-26,TRUE,TRUE
