id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,game_id,season,season_type,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference,tournament_id,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,game_date_time,game_date,PBP,player_box
264000060,s:40~l:54~e:264000060~c:264000060,2006-03-26T17:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-26T17:00Z,event,CLEVELAND REGIONAL AT CLEVELAND OH,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2633,s:40~l:54~t:2633,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,TRUE,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,23,76,TRUE,164,s:40~l:54~t:164,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,TRUE,2008,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,4,69,FALSE,264000060,2006,3,,,,,,22,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,2006-03-26T17:00:00Z,2006-03-26,TRUE,FALSE
264000007,s:40~l:54~e:264000007~c:264000007,2006-03-26T04:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-26T04:30Z,event,ALBUQUERQUE REGIONAL AT ALBUQUERQUE NM,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,254,s:40~l:54~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,44,57,TRUE,103,s:40~l:54~t:103,Boston College,Eagles,BC,Boston College Eagles,Boston College,8c2232,dbcca6,TRUE,135,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,2,54,FALSE,264000007,2006,3,,,,,,22,2024,The Pit,Albuquerque,NM,15411,TRUE,2006-03-26T04:30:00Z,2006-03-25,TRUE,FALSE
264000014,s:40~l:54~e:264000014~c:264000014,2006-03-26T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-26T02:00Z,event,ALBUQUERQUE REGIONAL AT ALBUQUERQUE NM,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,120,s:40~l:54~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,82,TRUE,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,63,FALSE,264000014,2006,3,,,,,,22,2024,The Pit,Albuquerque,NM,15411,TRUE,2006-03-26T02:00:00Z,2006-03-25,TRUE,FALSE
264000045,s:40~l:54~e:264000045~c:264000045,2006-03-25T19:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T19:30Z,event,SAN ANTONIO REGIONAL AT SAN ANTONIO TX,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,201,s:40~l:54~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,9d2235,ffffff,TRUE,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,74,FALSE,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,88,TRUE,264000045,2006,3,,,,,,22,780,AT&T Center,San Antonio,TX,18354,TRUE,2006-03-25T19:30:00Z,2006-03-25,TRUE,FALSE
264000038,s:40~l:54~e:264000038~c:264000038,2006-03-25T17:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T17:00Z,event,SAN ANTONIO REGIONAL AT SAN ANTONIO TX,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,99,s:40~l:54~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,66,TRUE,305,s:40~l:54~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,TRUE,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,4,56,FALSE,264000038,2006,3,,,,,,22,780,AT&T Center,San Antonio,TX,18354,TRUE,2006-03-25T17:00:00Z,2006-03-25,TRUE,FALSE
264000056,s:40~l:54~e:264000056~c:264000056,2006-03-22T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T02:00Z,event,CLEVELAND REGIONAL AT TRENTON NJ,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,164,s:40~l:54~t:164,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,TRUE,2008,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,4,82,TRUE,2628,s:40~l:54~t:2628,TCU,Horned Frogs,TCU,TCU Horned Frogs,TCU,4d1979,f1f2f3,TRUE,2194,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,44,48,FALSE,264000056,2006,3,,,,,,22,858,Sovereign Bank Arena,Trenton,NJ,0,FALSE,2006-03-22T02:00:00Z,2006-03-21,TRUE,FALSE
264000028,s:40~l:54~e:264000028~c:264000028,2006-03-22T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T02:00Z,event,BRIDGEPORT REGIONAL AT UNIVERSITY PARK PA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,79,TRUE,259,s:40~l:54~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,630031,cf4520,TRUE,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,56,FALSE,264000028,2006,3,,,,,,22,1942,Bryce Jordan Center,University Park,PA,15104,TRUE,2006-03-22T02:00:00Z,2006-03-21,TRUE,FALSE
264000018,s:40~l:54~e:264000018~c:264000018,2006-03-22T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T02:00Z,event,BRIDGEPORT REGIONAL AT NORFOLK VA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,013088,ffffff,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,85,TRUE,30,s:40~l:54~t:30,USC,Trojans,USC,USC Trojans,USC,9e2237,ffcc00,TRUE,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,51,FALSE,264000018,2006,3,,,,,,22,1940,Chartway Arena,Norfolk,VA,8472,TRUE,2006-03-22T02:00:00Z,2006-03-21,TRUE,FALSE
264000003,s:40~l:54~e:264000003~c:264000003,2006-03-22T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T02:00Z,event,ALBUQUERQUE REGIONAL AT WEST LAFAYETTE IN,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,194,s:40~l:54~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,ce1141,505056,TRUE,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,69,FALSE,103,s:40~l:54~t:103,Boston College,Eagles,BC,Boston College Eagles,Boston College,8c2232,dbcca6,TRUE,135,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,2,79,TRUE,264000003,2006,3,,,,,,22,399,Mackey Arena,West Lafayette,IN,14804,TRUE,2006-03-22T02:00:00Z,2006-03-21,TRUE,FALSE
264000013,s:40~l:54~e:264000013~c:264000013,2006-03-22T00:22Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T00:22Z,event,ALBUQUERQUE REGIONAL AT UNIVERSITY PARK PA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,120,s:40~l:54~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,81,TRUE,2599,s:40~l:54~t:2599,St. John's,Red Storm,SJU,St. John's Red Storm,St John's,d10000,101010,TRUE,2019,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,4,74,FALSE,264000013,2006,3,,,,,,22,1942,Bryce Jordan Center,University Park,PA,15104,TRUE,2006-03-22T00:22:00Z,2006-03-21,TRUE,FALSE
264000059,s:40~l:54~e:264000059~c:264000059,2006-03-22T00:17Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T00:17Z,event,CLEVELAND REGIONAL AT NORFOLK VA,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2633,s:40~l:54~t:2633,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,ff8200,ffffff,TRUE,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,23,66,TRUE,45,s:40~l:54~t:45,George Washington,Colonials,GW,George Washington Colonials,G Washington,002843,e8d2a1,TRUE,2125,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,3,53,FALSE,264000059,2006,3,,,,,,22,1940,Chartway Arena,Norfolk,VA,8472,TRUE,2006-03-22T00:17:00Z,2006-03-21,TRUE,FALSE
264000052,s:40~l:54~e:264000052~c:264000052,2006-03-22T00:12Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T00:12Z,event,CLEVELAND REGIONAL AT WEST LAFAYETTE IN,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2509,s:40~l:54~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,000000,cfb991,TRUE,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,61,TRUE,26,s:40~l:54~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,54,FALSE,264000052,2006,3,,,,,,22,399,Mackey Arena,West Lafayette,IN,14804,TRUE,2006-03-22T00:12:00Z,2006-03-21,TRUE,FALSE
264000025,s:40~l:54~e:264000025~c:264000025,2006-03-22T00:07Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-22T00:07Z,event,BRIDGEPORT REGIONAL AT TRENTON NJ,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,61,s:40~l:54~t:61,Georgia,Lady Bulldogs,UGA,Georgia Lady Bulldogs,Georgia,CC0000,000000,TRUE,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,73,TRUE,42,s:40~l:54~t:42,Hartford,Hawks,HART,Hartford Hawks,Hartford,d60008,000000,TRUE,1929,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,1,54,FALSE,264000025,2006,3,,,,,,22,858,Sovereign Bank Arena,Trenton,NJ,0,FALSE,2006-03-22T00:07:00Z,2006-03-21,TRUE,FALSE
264000041,s:40~l:54~e:264000041~c:264000041,2006-03-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T02:00Z,event,SAN ANTONIO REGIONAL AT DENVER CO,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,88,TRUE,52,s:40~l:54~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida St,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,70,FALSE,264000041,2006,3,,,,,,22,892,Pepsi Center (CO),Denver,CO,19520,TRUE,2006-03-21T02:00:00Z,2006-03-20,TRUE,FALSE
264000037,s:40~l:54~e:264000037~c:264000037,2006-03-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T02:00Z,event,SAN ANTONIO REGIONAL AT CHICAGO,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,305,s:40~l:54~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,TRUE,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,4,71,TRUE,202,s:40~l:54~t:202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,003595,d0b787,TRUE,2049,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,11,67,FALSE,264000037,2006,3,,,,,,22,977,Allstate Arena,Rosemont,IL,18500,TRUE,2006-03-21T02:00:00Z,2006-03-20,TRUE,FALSE
264000034,s:40~l:54~e:264000034~c:264000034,2006-03-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T02:00Z,event,SAN ANTONIO REGIONAL AT NASHVILLE TN,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,99,s:40~l:54~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,72,TRUE,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,33006f,e8d3a2,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,49,FALSE,264000034,2006,3,,,,,,22,2084,Memorial Gymnasium (TN),Nashville,TN,14326,TRUE,2006-03-21T02:00:00Z,2006-03-20,TRUE,FALSE
264000006,s:40~l:54~e:264000006~c:264000006,2006-03-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T02:00Z,event,ALBUQUERQUE REGIONAL AT TUCSON AZ,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:54~t:9,Arizona State,Sun Devils,ASU,Arizona State Sun Devils,Arizona State,942139,f1f2f3,TRUE,833,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,21,65,FALSE,254,s:40~l:54~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,44,86,TRUE,264000006,2006,3,,,,,,22,1064,McKale Center,Tucson,AZ,14644,TRUE,2006-03-21T02:00:00Z,2006-03-20,TRUE,FALSE
264000049,s:40~l:54~e:264000049~c:264000049,2006-03-21T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T00:00Z,event,CLEVELAND REGIONAL AT NASHVILLE TN,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,153,s:40~l:54~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,7bafd4,13294b,TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,89,TRUE,238,s:40~l:54~t:238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,TRUE,2084,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,23,70,FALSE,264000049,2006,3,,,,,,22,2084,Memorial Gymnasium (TN),Nashville,TN,14326,TRUE,2006-03-21T00:00:00Z,2006-03-20,TRUE,FALSE
264000044,s:40~l:54~e:264000044~c:264000044,2006-03-21T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T00:00Z,event,SAN ANTONIO REGIONAL AT DENVER CO,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,201,s:40~l:54~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,9d2235,ffffff,TRUE,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,86,TRUE,252,s:40~l:54~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,TRUE,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,44,70,FALSE,264000044,2006,3,,,,,,22,892,Pepsi Center (CO),Denver,CO,19520,TRUE,2006-03-21T00:00:00Z,2006-03-20,TRUE,FALSE
264000021,s:40~l:54~e:264000021~c:264000021,2006-03-21T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T00:00Z,event,BRIDGEPORT REGIONAL AT CHICAGO,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,127,s:40~l:54~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan St,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,67,TRUE,96,s:40~l:54~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,2100,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,63,FALSE,264000021,2006,3,,,,,,22,977,Allstate Arena,Rosemont,IL,18500,TRUE,2006-03-21T00:00:00Z,2006-03-20,TRUE,FALSE
264000010,s:40~l:54~e:264000010~c:264000010,2006-03-21T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-21T00:00Z,event,ALBUQUERQUE REGIONAL AT TUCSON AZ,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,87,TRUE,167,s:40~l:54~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,TRUE,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,67,FALSE,264000010,2006,3,,,,,,22,1064,McKale Center,Tucson,AZ,14644,TRUE,2006-03-21T00:00:00Z,2006-03-20,TRUE,TRUE
