season,group_id,group_name,group_abbreviation,group_short_name,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,stat_name,stat_display_name,stat_short_display_name,stat_description,stat_abbreviation,stat_type,display_value,value
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,75.0,75.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,67.0,67.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,15.5,15.5
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.375,0.375
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,losses,Losses,L,Losses,L,losses,20,20.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,0,0.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,-224,-224.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,2100,2100.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,1876,1876.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,streak,Streak,STRK,Current Streak,STRK,streak,-,0.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.286,0.2857143
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,wins,Wins,W,Wins,W,wins,8,8.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,gamesAhead,Games Ahead,GA,Games Ahead,GA,gamesahead,-,0.0
2005,1,America East Conference,aeast,Am. East,2619,s:40~l:54~t:2619,,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,overall,Team Season Record,Season,Overall Record,Season,total,8-20,
