season,group_id,group_name,group_abbreviation,group_short_name,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,stat_name,stat_display_name,stat_short_display_name,stat_description,stat_abbreviation,stat_type,display_value,value
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,0.0,0.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,0.0,0.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,25,25.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.313,0.3125
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,losses,Losses,L,Losses,L,losses,21,21.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,0,0.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,-136,-136.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,1788,1788.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,1652,1652.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,streak,Streak,STRK,Current Streak,STRK,streak,-,0.0
2003,1,America East Conference,aeast,Am. East,42,s:40~l:54~t:42,,Hartford,Hawks,HART,Hartford Hawks,Hartford,,,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.000,0.0
