season,group_id,group_name,group_abbreviation,group_short_name,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,stat_name,stat_display_name,stat_short_display_name,stat_description,stat_abbreviation,stat_type,display_value,value
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,61.6,61.642857
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,47.5,47.5
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,19,19.0
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.222,0.22222222
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,losses,Losses,L,Losses,L,losses,24,24.0
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,0,0.0
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,-396,-396.0
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,1726,1726.0
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,1330,1330.0
2004,1,America East Conference,aeast,Am. East,2378,s:40~l:54~t:2378,,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,streak,Streak,STRK,Current Streak,STRK,streak,-,0.0
